caption,video_id,sent_len
a man stirs flour in a bowl,eKtsMfmQ_0s_61_68.avi,7
a man stirs flour,eKtsMfmQ_0s_61_68.avi,4
dough is being mixed,eKtsMfmQ_0s_61_68.avi,4
the man is mixing flour,eKtsMfmQ_0s_61_68.avi,5
the man stirred the dry ingredients,eKtsMfmQ_0s_61_68.avi,6
the man stirred the dry ingredients,eKtsMfmQ_0s_61_68.avi,6
the dog sat down and barked a welcome,MJNStEgDKXU_3_10.avi,8
"a dog walks,stops,and barks",MJNStEgDKXU_3_10.avi,4
a dog is barking,MJNStEgDKXU_3_10.avi,4
a dog is wagging its tail,MJNStEgDKXU_3_10.avi,6
a dog is waving its tail and barking,MJNStEgDKXU_3_10.avi,8
"a dog runs, sits, and barks",MJNStEgDKXU_3_10.avi,6
a dog sitting and barking,MJNStEgDKXU_3_10.avi,5
a golden retriever dog sits and speaks,MJNStEgDKXU_3_10.avi,7
a golden retriever is barking while sitting in dirt,MJNStEgDKXU_3_10.avi,9
a picture of a dog doing nothing,MJNStEgDKXU_3_10.avi,7
the dog sat and barked,MJNStEgDKXU_3_10.avi,5
the dog sat down,MJNStEgDKXU_3_10.avi,4
a man is playing a flute,z1PEyzk4ADU_8_18.avi,6
a man is playing a flute,z1PEyzk4ADU_8_18.avi,6
a man is playing a flute,z1PEyzk4ADU_8_18.avi,6
a man is playing a flute,z1PEyzk4ADU_8_18.avi,6
a man is playing a flute,z1PEyzk4ADU_8_18.avi,6
a man is playing a flute,z1PEyzk4ADU_8_18.avi,6
a man is playing flute,z1PEyzk4ADU_8_18.avi,5
a man is playing a large flute,z1PEyzk4ADU_8_18.avi,7
a man is playing a flute,z1PEyzk4ADU_8_18.avi,6
a man is playing a flute,z1PEyzk4ADU_8_18.avi,6
a man is playing an instrument,z1PEyzk4ADU_8_18.avi,6
a man is playing the flute,z1PEyzk4ADU_8_18.avi,6
the man played his flute outside,z1PEyzk4ADU_8_18.avi,6
the man is playing the flute,z1PEyzk4ADU_8_18.avi,6
a man is playing a flute,z1PEyzk4ADU_8_18.avi,6
a man plays the flute,z1PEyzk4ADU_8_18.avi,5
the man played his flute outside,z1PEyzk4ADU_8_18.avi,6
a lighter is ignited,hPyU5KjpWVc_0_35.avi,4
a person lights a lighter in slow motion,hPyU5KjpWVc_0_35.avi,8
someone is lighting a cigarette lighter,hPyU5KjpWVc_0_35.avi,6
a man is lighting a cigarette-lighter,hPyU5KjpWVc_0_35.avi,6
a person lights a lighter in slow motion,hPyU5KjpWVc_0_35.avi,8
a person is igniting a lighter,hPyU5KjpWVc_0_35.avi,6
a lighter flares to flame in slow motion,hPyU5KjpWVc_0_35.avi,8
someone is lighting a lighter,hPyU5KjpWVc_0_35.avi,5
someone is striking a lighter,hPyU5KjpWVc_0_35.avi,5
a man is lighting a lighter,hPyU5KjpWVc_0_35.avi,6
a lighter is being lighted in slow motion,hPyU5KjpWVc_0_35.avi,8
someone flicked the lighter,hPyU5KjpWVc_0_35.avi,4
an individual lights a lighter,hPyU5KjpWVc_0_35.avi,5
the man flicked a lighter,hPyU5KjpWVc_0_35.avi,5
someone is lighting a lighter (in slow motion),hPyU5KjpWVc_0_35.avi,8
someone is lighting a lighter,hPyU5KjpWVc_0_35.avi,5
a cigarette lighter is ignited,hPyU5KjpWVc_0_35.avi,5
a person lights a lighter in slow motion,hPyU5KjpWVc_0_35.avi,8
the man flicked the lighter,hPyU5KjpWVc_0_35.avi,5
someone is slicing raw meat into strips,0lh_UWF9ZP4_191_197.avi,7
a woman slices a fish,0lh_UWF9ZP4_191_197.avi,5
a woman is slicing fish,0lh_UWF9ZP4_191_197.avi,5
a person is slicing a meat into pieces,0lh_UWF9ZP4_191_197.avi,8
a woman is cutting fish,0lh_UWF9ZP4_191_197.avi,5
someone is cutting some meat,0lh_UWF9ZP4_191_197.avi,5
someone is cutting raw fish,0lh_UWF9ZP4_191_197.avi,5
someone is slicing meat,0lh_UWF9ZP4_191_197.avi,4
a person is cutting up some meat,0lh_UWF9ZP4_191_197.avi,7
the lady cut sliced the meat,0lh_UWF9ZP4_191_197.avi,6
the woman is slicing raw fish,0lh_UWF9ZP4_191_197.avi,6
a man cuts up meat,0lh_UWF9ZP4_191_197.avi,5
the lady sliced the raw fish,0lh_UWF9ZP4_191_197.avi,6
a baby playing with a toy piano,ZxqkAGNyo8A_12_22.avi,7
a baby girl is playing with her toy keyboard,ZxqkAGNyo8A_12_22.avi,9
a baby is listening to music,ZxqkAGNyo8A_12_22.avi,6
a child is playing with a musical toy,ZxqkAGNyo8A_12_22.avi,8
a girl is playing a toy piano,ZxqkAGNyo8A_12_22.avi,7
a little girl is playing with a musical toy,ZxqkAGNyo8A_12_22.avi,9
a small baby is playing with a toy,ZxqkAGNyo8A_12_22.avi,8
a toddler plays with a keyboard,ZxqkAGNyo8A_12_22.avi,6
a young girl is dancing to a toy's music,ZxqkAGNyo8A_12_22.avi,9
the baby is playing with a toy piano,ZxqkAGNyo8A_12_22.avi,8
the little girl played with her keyboard,ZxqkAGNyo8A_12_22.avi,7
the little girl played with her toy keyboard,ZxqkAGNyo8A_12_22.avi,8
a person whisks eggs,0lh_UWF9ZP4_82_87.avi,4
a woman whisks two eggs in a bowl,0lh_UWF9ZP4_82_87.avi,8
a woman is whisking eggs,0lh_UWF9ZP4_82_87.avi,5
a woman is mixing eggs,0lh_UWF9ZP4_82_87.avi,5
someone is beating some eggs with a whisk,0lh_UWF9ZP4_82_87.avi,8
a woman is mixing eggs in a bowl,0lh_UWF9ZP4_82_87.avi,8
someone is beating eggs,0lh_UWF9ZP4_82_87.avi,4
a person is whisking eggs in a bowl,0lh_UWF9ZP4_82_87.avi,8
the woman is whisking eggs,0lh_UWF9ZP4_82_87.avi,5
a woman beats some eggs,0lh_UWF9ZP4_82_87.avi,5
the lady whisked the eggs in a bowl,0lh_UWF9ZP4_82_87.avi,8
the zebras are playing,EVqc7e8JCco_5_15.avi,4
two zebras are fighting,EVqc7e8JCco_5_15.avi,4
two zebras playing with each other,EVqc7e8JCco_5_15.avi,6
a pair of zebras interact on the savannah,EVqc7e8JCco_5_15.avi,8
two zebra are playing,EVqc7e8JCco_5_15.avi,4
two zebras are playing,EVqc7e8JCco_5_15.avi,4
two zebras are playing in a field,EVqc7e8JCco_5_15.avi,7
zebras are playing,EVqc7e8JCco_5_15.avi,3
two zebras fight with each other,EVqc7e8JCco_5_15.avi,6
zebras are socializing,EVqc7e8JCco_5_15.avi,3
two zebras are playing,EVqc7e8JCco_5_15.avi,4
two zebras play in an open field,EVqc7e8JCco_5_15.avi,7
two zebras playfully nuzzled each other,EVqc7e8JCco_5_15.avi,6
the two zebras are playing,EVqc7e8JCco_5_15.avi,5
two zebras play with each other,EVqc7e8JCco_5_15.avi,6
the zebras playfully nudged each other,EVqc7e8JCco_5_15.avi,6
a boy pops and locks onstage,Gh4Beb8StFM_29_50.avi,6
a boy is dancing on stage,Gh4Beb8StFM_29_50.avi,6
a boy is performing dance moves on a stage,Gh4Beb8StFM_29_50.avi,9
a boy performs onstage,Gh4Beb8StFM_29_50.avi,4
a guy is break-dancing on stage,Gh4Beb8StFM_29_50.avi,6
a kid breakdances onstage,Gh4Beb8StFM_29_50.avi,4
a kid is dancing like a robot,Gh4Beb8StFM_29_50.avi,7
a man is dancing on a stage,Gh4Beb8StFM_29_50.avi,7
a man is dancing on a stage,Gh4Beb8StFM_29_50.avi,7
a man is dancing on a stage,Gh4Beb8StFM_29_50.avi,7
a man is dancing,Gh4Beb8StFM_29_50.avi,4
a man moved his body on the stage,Gh4Beb8StFM_29_50.avi,8
a young man on stage dancing,Gh4Beb8StFM_29_50.avi,6
the man break-danced on stage,Gh4Beb8StFM_29_50.avi,5
the man is dancing in front of an audience,Gh4Beb8StFM_29_50.avi,9
a person is walking her dog on a treadmill,yYA7YXIKbg4_9_14.avi,9
a dog is walking on a treadmill,yYA7YXIKbg4_9_14.avi,7
a dog is being walked on a treadmill,yYA7YXIKbg4_9_14.avi,8
a dog is walking on a treadmill,yYA7YXIKbg4_9_14.avi,7
a dog is walking in treadmill,yYA7YXIKbg4_9_14.avi,6
a dog is walking on a treadmill,yYA7YXIKbg4_9_14.avi,7
a dog is walking on a treadmill,yYA7YXIKbg4_9_14.avi,7
a dog is running,yYA7YXIKbg4_9_14.avi,4
a dog is walking on a treadmill,yYA7YXIKbg4_9_14.avi,7
a welsh corgi is walking on a moving treadmill,yYA7YXIKbg4_9_14.avi,9
the lady and her dog walked on the treadmill,yYA7YXIKbg4_9_14.avi,9
the dog is using the treadmill,yYA7YXIKbg4_9_14.avi,6
a dog runs on a treadmill,yYA7YXIKbg4_9_14.avi,6
the lady and her dog walked on the treadmill,yYA7YXIKbg4_9_14.avi,9
a baby laying on it's back is crying,BVy9SQI5R68_0_7.avi,8
a baby cries,BVy9SQI5R68_0_7.avi,3
a baby cries,BVy9SQI5R68_0_7.avi,3
a baby is crying,BVy9SQI5R68_0_7.avi,4
a baby is crying,BVy9SQI5R68_0_7.avi,4
a baby is crying,BVy9SQI5R68_0_7.avi,4
a baby is crying,BVy9SQI5R68_0_7.avi,4
a baby is crying,BVy9SQI5R68_0_7.avi,4
a baby is crying,BVy9SQI5R68_0_7.avi,4
a baby is crying,BVy9SQI5R68_0_7.avi,4
a baby is crying,BVy9SQI5R68_0_7.avi,4
a little baby is crying,BVy9SQI5R68_0_7.avi,5
a newborn baby is crying,BVy9SQI5R68_0_7.avi,5
a small baby is crying,BVy9SQI5R68_0_7.avi,5
the baby cried,BVy9SQI5R68_0_7.avi,3
the baby is crying,BVy9SQI5R68_0_7.avi,4
the baby is crying,BVy9SQI5R68_0_7.avi,4
the baby screamed,BVy9SQI5R68_0_7.avi,3
a person is cooking pasta,SzEbtbNSg04_111_117.avi,5
a person is cooking pasta,SzEbtbNSg04_111_117.avi,5
a person is adding spaghetti in the hot water,SzEbtbNSg04_111_117.avi,9
a man is adding something to boiling water,SzEbtbNSg04_111_117.avi,8
a man is boiling spaghetti in pot,SzEbtbNSg04_111_117.avi,7
a man is putting some pasta into boiling water,SzEbtbNSg04_111_117.avi,9
someone is putting spaghetti in a pot,SzEbtbNSg04_111_117.avi,7
the cook dropped pasta into the boiling water,SzEbtbNSg04_111_117.avi,8
a man puts some pasta in some boiling water,SzEbtbNSg04_111_117.avi,9
the man added spaghetti noodles to the hot water,SzEbtbNSg04_111_117.avi,9
a cat cleans itself,8D_oQnBPfNo_43_50.avi,4
a cat is cleaning its body,8D_oQnBPfNo_43_50.avi,6
a cat is cleaning itself,8D_oQnBPfNo_43_50.avi,5
a cat is licking herself,8D_oQnBPfNo_43_50.avi,5
a cat is licking himself,8D_oQnBPfNo_43_50.avi,5
a cat is licking its fur,8D_oQnBPfNo_43_50.avi,6
a cat is licking its hair,8D_oQnBPfNo_43_50.avi,6
a cat is licking itself,8D_oQnBPfNo_43_50.avi,5
a cat is licking itself,8D_oQnBPfNo_43_50.avi,5
a cat is licking itself,8D_oQnBPfNo_43_50.avi,5
a cat is licking itself,8D_oQnBPfNo_43_50.avi,5
a cat licking his fur,8D_oQnBPfNo_43_50.avi,5
a cat licks himself,8D_oQnBPfNo_43_50.avi,4
a cat licks itself,8D_oQnBPfNo_43_50.avi,4
a fluffy cat is licking its fur,8D_oQnBPfNo_43_50.avi,7
a soft cuddly cat is licking itself,8D_oQnBPfNo_43_50.avi,7
the cat gave himself a bath,8D_oQnBPfNo_43_50.avi,6
the cat is cleaning its fur,8D_oQnBPfNo_43_50.avi,6
the cat is cleaning it's fur,8D_oQnBPfNo_43_50.avi,6
a mannequin is tossed away,qIk_Dz5XE5E_104_109.avi,5
people throw a mannequin off a cliff,qIk_Dz5XE5E_104_109.avi,7
people throw a mannequin off of a cliff,qIk_Dz5XE5E_104_109.avi,8
men are throwing a dummy from a cliff,qIk_Dz5XE5E_104_109.avi,8
people are throwing a mannequin off a cliff,qIk_Dz5XE5E_104_109.avi,8
two men throw a mannequin off a cliff,qIk_Dz5XE5E_104_109.avi,8
some people are throwing a dummy off a cliff,qIk_Dz5XE5E_104_109.avi,9
a mannequin is thrown off a ledge,qIk_Dz5XE5E_104_109.avi,7
a dummy has been thrown off a ledge,qIk_Dz5XE5E_104_109.avi,8
the people threw the dummy over the cliff edge,qIk_Dz5XE5E_104_109.avi,9
the people threw a mannequin over the cliff,qIk_Dz5XE5E_104_109.avi,8
three people are throwing a mannequin off a cliff,qIk_Dz5XE5E_104_109.avi,9
the mannequin was thrown over the cliff,qIk_Dz5XE5E_104_109.avi,7
a man is slicing bread,WPG-BIWOrG4_635_640.avi,5
a man is slicing a loaf of bread,WPG-BIWOrG4_635_640.avi,8
a man is slicing bread,WPG-BIWOrG4_635_640.avi,5
a person is cutting a bread with knife,WPG-BIWOrG4_635_640.avi,8
a man is slicing bread with a bread knife,WPG-BIWOrG4_635_640.avi,9
a man is slicing a loaf of bread,WPG-BIWOrG4_635_640.avi,8
a man is slicing a bread,WPG-BIWOrG4_635_640.avi,6
a man is slicing bread with a fancy knife,WPG-BIWOrG4_635_640.avi,9
a man is slicing bread,WPG-BIWOrG4_635_640.avi,5
a man is slicing bread,WPG-BIWOrG4_635_640.avi,5
a man is slicing some bread,WPG-BIWOrG4_635_640.avi,6
the man is slicing a loaf of bread,WPG-BIWOrG4_635_640.avi,8
a man is slicing a loaf of bread,WPG-BIWOrG4_635_640.avi,8
a man cuts some bread,WPG-BIWOrG4_635_640.avi,5
a man with headphones slides down an esculator,gqSOvUH_njE_151_155.avi,8
a man is sliding down a banister,gqSOvUH_njE_151_155.avi,7
a man is sliding down an escalator rail,gqSOvUH_njE_151_155.avi,8
a man is sliding down an escalator rail,gqSOvUH_njE_151_155.avi,8
a man is sliding down an escalator rail,gqSOvUH_njE_151_155.avi,8
a man slid down the escalator railing,gqSOvUH_njE_151_155.avi,7
a man slides down a bannister,gqSOvUH_njE_151_155.avi,6
a man slides down a railing on his bum,gqSOvUH_njE_151_155.avi,9
a man slides down an escalator railing,gqSOvUH_njE_151_155.avi,7
the man slid down the handrail of the escaltor,gqSOvUH_njE_151_155.avi,9
a person is frying,kWLNZzuo3do_228_232.avi,4
someone is deep frying a piece of fish,kWLNZzuo3do_228_232.avi,8
a person is frying a food,kWLNZzuo3do_228_232.avi,6
a chef is frying shrimp,kWLNZzuo3do_228_232.avi,5
someone is frying shrimp,kWLNZzuo3do_228_232.avi,4
a woman is frying shrimps,kWLNZzuo3do_228_232.avi,5
a woman is frying shrimp in a large pan,kWLNZzuo3do_228_232.avi,9
food is frying,kWLNZzuo3do_228_232.avi,3
someone is frying something,kWLNZzuo3do_228_232.avi,4
a woman is frying some shrimp,kWLNZzuo3do_228_232.avi,6
the woman is frying shrimp tempura,kWLNZzuo3do_228_232.avi,6
some fish sizzles in a pot,kWLNZzuo3do_228_232.avi,6
a cat is eating a small wedge of watermelon,i3cHNObcEh8_0_10.avi,9
a cat is eating a slice of watermelon,i3cHNObcEh8_0_10.avi,8
a cat is eating watermelon,i3cHNObcEh8_0_10.avi,5
a cat is eating a piece of watermelon,i3cHNObcEh8_0_10.avi,8
a cat is eating a slice of watermelon,i3cHNObcEh8_0_10.avi,8
a cat is eating a piece of watermelon,i3cHNObcEh8_0_10.avi,8
a cat is eating a piece of watermelon,i3cHNObcEh8_0_10.avi,8
a cat is eating watermelon,i3cHNObcEh8_0_10.avi,5
a kitten is eating a water melon slice,i3cHNObcEh8_0_10.avi,8
a cat is eating some watermelon,i3cHNObcEh8_0_10.avi,6
a cat is eating watermelon,i3cHNObcEh8_0_10.avi,5
a cat is eating watermelon,i3cHNObcEh8_0_10.avi,5
a cat is eating watermelon,i3cHNObcEh8_0_10.avi,5
the cat ate the watermelon,i3cHNObcEh8_0_10.avi,5
the cat is eating watermelon,i3cHNObcEh8_0_10.avi,5
a cat is eating a piece of watermelon,i3cHNObcEh8_0_10.avi,8
a cat eats some watermelon,i3cHNObcEh8_0_10.avi,5
the cat ate some watermelon,i3cHNObcEh8_0_10.avi,5
a man is getting down a staircase,FH8vgAp4VDU_10_14.avi,7
a man is walking down a flight of stairs,FH8vgAp4VDU_10_14.avi,9
a man is walking down the stairs,FH8vgAp4VDU_10_14.avi,7
a man is walking down stairs,FH8vgAp4VDU_10_14.avi,6
a man is climbing down a stair case,FH8vgAp4VDU_10_14.avi,8
a man is walking down some stairs,FH8vgAp4VDU_10_14.avi,7
a man walks down the stairs,FH8vgAp4VDU_10_14.avi,6
a man is walking down some stairs,FH8vgAp4VDU_10_14.avi,7
a man walking down the stairs,FH8vgAp4VDU_10_14.avi,6
a boy walked down the stairs,FH8vgAp4VDU_10_14.avi,6
a man walks down a staircase,FH8vgAp4VDU_10_14.avi,6
the man is walking down the stairs,FH8vgAp4VDU_10_14.avi,7
a boy drunkenly walks down the stairs,FH8vgAp4VDU_10_14.avi,7
a man is walking down the stairs,FH8vgAp4VDU_10_14.avi,7
the man walked down the stairs,FH8vgAp4VDU_10_14.avi,6
a woman is slicing potatoes,s20OlIRK340_147_174.avi,5
a woman is cutting a potato into small pieces,s20OlIRK340_147_174.avi,9
a person is slicing a potato into pieces,s20OlIRK340_147_174.avi,8
a woman is chopping potatoes,s20OlIRK340_147_174.avi,5
a woman is slicing potatoes,s20OlIRK340_147_174.avi,5
a woman is cutting potato,s20OlIRK340_147_174.avi,5
a woman is cutting a potato,s20OlIRK340_147_174.avi,6
a woman is cutting potatoes,s20OlIRK340_147_174.avi,5
someone is slicing a potato,s20OlIRK340_147_174.avi,5
a woman is cutting a potato,s20OlIRK340_147_174.avi,6
the lady cut the cooked potatoes,s20OlIRK340_147_174.avi,6
the woman is cutting potatoes,s20OlIRK340_147_174.avi,5
a woman is cutting potatoes into small pieces,s20OlIRK340_147_174.avi,8
a woman is dicing potatoes into large chunks,s20OlIRK340_147_174.avi,8
a cook cuts some potatos,s20OlIRK340_147_174.avi,5
the lady cut the cooked potatoes,s20OlIRK340_147_174.avi,6
a man with a wig jumps across a building,Pr5LQq42l4M_12_17.avi,9
a man is jumping off a building,Pr5LQq42l4M_12_17.avi,7
a man is jumping off a building,Pr5LQq42l4M_12_17.avi,7
a man jumps and runs down the street,Pr5LQq42l4M_12_17.avi,8
a man jumps from a building,Pr5LQq42l4M_12_17.avi,6
a person is running and jumping,Pr5LQq42l4M_12_17.avi,6
a person jumps from one roof to another,Pr5LQq42l4M_12_17.avi,8
a woman is jumping and then running,Pr5LQq42l4M_12_17.avi,7
some-one jumps from a building and runs,Pr5LQq42l4M_12_17.avi,7
someone jumps from one building rooftop to another,Pr5LQq42l4M_12_17.avi,8
the person is jumping onto the street,Pr5LQq42l4M_12_17.avi,7
people are disembarking from a train,swJ0zhVJ8DU_15_21.avi,6
people step off a train,swJ0zhVJ8DU_15_21.avi,5
people step off a train,swJ0zhVJ8DU_15_21.avi,5
people are exiting a subway train,swJ0zhVJ8DU_15_21.avi,6
a group of people are getting off a train,swJ0zhVJ8DU_15_21.avi,9
peoples are disembarking from a train in a station,swJ0zhVJ8DU_15_21.avi,9
a group of people get off a train,swJ0zhVJ8DU_15_21.avi,8
some people are getting off of a train,swJ0zhVJ8DU_15_21.avi,8
people are exiting a train,swJ0zhVJ8DU_15_21.avi,5
people are getting off a train,swJ0zhVJ8DU_15_21.avi,6
several people are getting off the transit,swJ0zhVJ8DU_15_21.avi,7
the people got off the train at the station,swJ0zhVJ8DU_15_21.avi,9
the people got off the train,swJ0zhVJ8DU_15_21.avi,6
people are getting off a train,swJ0zhVJ8DU_15_21.avi,6
people get off a train,swJ0zhVJ8DU_15_21.avi,5
the people got off the train at the station,swJ0zhVJ8DU_15_21.avi,9
a woman is wringing water out of food,UbmZAe5u5FI_36_40.avi,8
a woman is holding a handful of cucumber slices,UbmZAe5u5FI_36_40.avi,9
a woman is squeezing water from vegetables,UbmZAe5u5FI_36_40.avi,7
a woman is squeezing the liquid from cucumber slices,UbmZAe5u5FI_36_40.avi,9
a woman squeezes water from some cucumbers,UbmZAe5u5FI_36_40.avi,7
a woman is squeezing juice from vegetables,UbmZAe5u5FI_36_40.avi,7
a woman is squeezing some cucumber slices,UbmZAe5u5FI_36_40.avi,7
the woman is squeezing out the water,UbmZAe5u5FI_36_40.avi,7
a man is tilling a field with a roto-tiller,xfRIRSWy0y0_10_20.avi,9
a man cutting grass,xfRIRSWy0y0_10_20.avi,4
a boy is tilling a field,xfRIRSWy0y0_10_20.avi,6
a boy plowed a field,xfRIRSWy0y0_10_20.avi,5
a man is cutting grass with a tiller,xfRIRSWy0y0_10_20.avi,8
a man is cutting grass,xfRIRSWy0y0_10_20.avi,5
a man is mowing a lawn,xfRIRSWy0y0_10_20.avi,6
a man is pushing a small garden tiller,xfRIRSWy0y0_10_20.avi,8
a man is tilling a plot of land,xfRIRSWy0y0_10_20.avi,8
a man is tilling the ground,xfRIRSWy0y0_10_20.avi,6
a man is using an auger,xfRIRSWy0y0_10_20.avi,6
a man tills a field,xfRIRSWy0y0_10_20.avi,5
a man tills grass,xfRIRSWy0y0_10_20.avi,4
the man is tilling the soil,xfRIRSWy0y0_10_20.avi,6
a woman salts a bowl of peas,WTf5EgVY5uU_94_98.avi,7
a chef puts salt on some peas,WTf5EgVY5uU_94_98.avi,7
a woman is adding spices to green-piece,WTf5EgVY5uU_94_98.avi,7
a woman is salting peas,WTf5EgVY5uU_94_98.avi,5
a person is seasoning peas,WTf5EgVY5uU_94_98.avi,5
a woman seasons a small bowl of peas,WTf5EgVY5uU_94_98.avi,8
a woman is seasoning a bowl of peas,WTf5EgVY5uU_94_98.avi,8
someone is salting peas,WTf5EgVY5uU_94_98.avi,4
a woman adds salt to a bowl of peas,WTf5EgVY5uU_94_98.avi,9
the lady added salt to the peas,WTf5EgVY5uU_94_98.avi,7
the woman is seasoning and mixing peas,WTf5EgVY5uU_94_98.avi,7
a woman seasons some peas,WTf5EgVY5uU_94_98.avi,5
someone added salt to the peas,WTf5EgVY5uU_94_98.avi,6
someone is cutting a white vegetable into chunks,_O9kWD8nuRU_50_56.avi,8
a person is slicing a potato,_O9kWD8nuRU_50_56.avi,6
a person is slicing a potato,_O9kWD8nuRU_50_56.avi,6
someone is cutting up a white peeled vegetable,_O9kWD8nuRU_50_56.avi,8
a woman is cutting a potato into chunks,_O9kWD8nuRU_50_56.avi,8
a woman is cutting potato,_O9kWD8nuRU_50_56.avi,5
a person with a knife is slicing a potato,_O9kWD8nuRU_50_56.avi,9
a woman is cutting a lotus root,_O9kWD8nuRU_50_56.avi,7
someone is cutting a potato,_O9kWD8nuRU_50_56.avi,5
a person is cutting a potato,_O9kWD8nuRU_50_56.avi,6
the woman is slicing lotus root,_O9kWD8nuRU_50_56.avi,6
a woman is cutting lotus root into wedges,_O9kWD8nuRU_50_56.avi,8
a person cuts potatos,_O9kWD8nuRU_50_56.avi,4
the lady cut up the potatoe,_O9kWD8nuRU_50_56.avi,6
someone is holding a small monkey,XdB0pVjFYoU_1_8.avi,6
a person is holding a monkey,XdB0pVjFYoU_1_8.avi,6
a monkey is being held by a person,XdB0pVjFYoU_1_8.avi,8
a person is holding a baby monkey,XdB0pVjFYoU_1_8.avi,7
someone is holding a baby monkey,XdB0pVjFYoU_1_8.avi,6
a person holds a small monkey,XdB0pVjFYoU_1_8.avi,6
someone is holding a monkey,XdB0pVjFYoU_1_8.avi,5
a baby monkey is being held,XdB0pVjFYoU_1_8.avi,6
a person is holding a monkey,XdB0pVjFYoU_1_8.avi,6
the baby monkey watched as he was being held,XdB0pVjFYoU_1_8.avi,9
the vet is holding the baby monkey,XdB0pVjFYoU_1_8.avi,7
a monkey plays with a caretaker's hand,XdB0pVjFYoU_1_8.avi,7
the monkey was held in someone's hands,XdB0pVjFYoU_1_8.avi,7
a man rides a mini scooter,21uB8g-jDZI_70_79.avi,6
a guy is riding a scooter,21uB8g-jDZI_70_79.avi,6
a man is driving a motor scooter,21uB8g-jDZI_70_79.avi,7
a man is riding a mo-pad,21uB8g-jDZI_70_79.avi,6
a man is riding a motor scooter,21uB8g-jDZI_70_79.avi,7
a man is riding a small scooter,21uB8g-jDZI_70_79.avi,7
a man is riding a small scooter,21uB8g-jDZI_70_79.avi,7
a man is riding on a small motor scooter,21uB8g-jDZI_70_79.avi,9
a man is riding on a small scooter,21uB8g-jDZI_70_79.avi,8
a man rides a bike,21uB8g-jDZI_70_79.avi,5
a man rides a scooter down a driveway,21uB8g-jDZI_70_79.avi,8
a young guy rides a minibike,21uB8g-jDZI_70_79.avi,6
the boy is riding a small bicycle,21uB8g-jDZI_70_79.avi,7
the man is riding a scooter,21uB8g-jDZI_70_79.avi,6
a car does some stunt driving,ghynaoVNwZc_1_20.avi,6
a car does donuts,ghynaoVNwZc_1_20.avi,4
a car is doing a donut,ghynaoVNwZc_1_20.avi,6
a car is drifting,ghynaoVNwZc_1_20.avi,4
a car is making sharp swerves,ghynaoVNwZc_1_20.avi,6
a car is spinning in a lot,ghynaoVNwZc_1_20.avi,7
a driver performs several spinning stunts in his car,ghynaoVNwZc_1_20.avi,9
a man is showing some stunts with his car,ghynaoVNwZc_1_20.avi,9
an individual does automobile tricks,ghynaoVNwZc_1_20.avi,5
someone is doing circles in a car,ghynaoVNwZc_1_20.avi,7
someone is drifting in a car,ghynaoVNwZc_1_20.avi,6
the car is sliding into circles,ghynaoVNwZc_1_20.avi,6
the orange car skidded in the parking lot,ghynaoVNwZc_1_20.avi,8
the orange car skidded in the parking lot,ghynaoVNwZc_1_20.avi,8
a woman cuts a pork chop,6t0BpjwYKco_230_240.avi,6
a woman cuts slots into a pork chop,6t0BpjwYKco_230_240.avi,8
a woman is cutting meat,6t0BpjwYKco_230_240.avi,5
a woman with a knife is poking meat,6t0BpjwYKco_230_240.avi,8
a woman is scoring meat,6t0BpjwYKco_230_240.avi,5
a person is slicing meat,6t0BpjwYKco_230_240.avi,5
a woman is cutting a piece of meat,6t0BpjwYKco_230_240.avi,8
the lady made cuts into the meat,6t0BpjwYKco_230_240.avi,7
a woman makes fine cuts in some meat,6t0BpjwYKco_230_240.avi,8
the lady sliced notches into the meat,6t0BpjwYKco_230_240.avi,7
a baby sneezes,JledeVyklPw_1_6.avi,3
a baby sneezes and startles another baby,JledeVyklPw_1_6.avi,7
a baby is sneezing and other baby is afraid,JledeVyklPw_1_6.avi,9
two babies are sitting in high chairs,JledeVyklPw_1_6.avi,7
a baby sneezed and scared another baby,JledeVyklPw_1_6.avi,7
two baby are sitting,JledeVyklPw_1_6.avi,4
a baby sneezing scares another baby,JledeVyklPw_1_6.avi,6
a baby is surprising another baby with a sneeze,JledeVyklPw_1_6.avi,9
a baby sneezes,JledeVyklPw_1_6.avi,3
a baby scares another baby with a sneeze,JledeVyklPw_1_6.avi,8
a baby is sneezing,JledeVyklPw_1_6.avi,4
kids are sitting in a bumba,JledeVyklPw_1_6.avi,6
two babies are sitting in baby seats,JledeVyklPw_1_6.avi,7
the baby sneezed and startled the other baby,JledeVyklPw_1_6.avi,8
the babies are sitting down,JledeVyklPw_1_6.avi,5
two babies sit in their booster seats,JledeVyklPw_1_6.avi,7
one baby's sneeze startled the other baby,JledeVyklPw_1_6.avi,7
a kitten is playing with a ball,HZ-BuDDmvVk_0_10.avi,7
a small kitten is playing a ball,HZ-BuDDmvVk_0_10.avi,7
a kitten is playing with a ball,HZ-BuDDmvVk_0_10.avi,7
a kitten is playing with a ball of yarn,HZ-BuDDmvVk_0_10.avi,9
a kitten is playing with a ball,HZ-BuDDmvVk_0_10.avi,7
a kitten is playing with a toy,HZ-BuDDmvVk_0_10.avi,7
a kitten plays with a ball of yarn,HZ-BuDDmvVk_0_10.avi,8
a kitten is playing with a ball,HZ-BuDDmvVk_0_10.avi,7
a cat is playing with a ball,HZ-BuDDmvVk_0_10.avi,7
