video_id,sen_id,caption
video3856,28536,lady showing how to operate stroller
video3857,84128,a woman is talking about her job
video3858,90053,pirates on a ship
video3859,139588,a clip from a movie where two gangs are going to fight
video386,120464,a blond girl in fancy clothes opens a door and proceeds to walk through a crowd while signing
video3860,2805,a race track is built on a computer
video3861,84521,a girl is video taped in different locations
video3862,118642,a woman in red dress is speaking about the hairs
video3863,36487,a person playing a video game and commentating
video3864,13834,a suited man drinks from a large beer stein in an old movie
video3865,67943,a man is sitting cross legged
video3866,70168,a man is talking while in a car
video3867,36108,game play footage of a lego game
video3868,17840,a bartender and customers are talking about whiskey
video3869,116685,a female model picking up a back near the stage and pointing out a guy for his entrance in the arena
video387,60999,a man under a car hood locating the fuse panel
video3870,134597,a woman in a dress walks toward a man with a rope
video3871,30951,guy creating the craft
video3872,117863,two men engaged in a game of table tennis while a background voice explains some basic rules
video3873,15250,a person is playing
video3874,51856,someone is sketching what might be a mushroom
video3875,122715,an animated man with wild hair messes around with electronics
video3876,85870,cartoon characters begin to do dance then a real group of children are seen copying the dance
video3877,54175,a woman talks about pesticides
video3878,22568,a young women singing a song on a contest
video3879,36855,there s a minecraft character running away from a bigger one
video388,129959,a cartoon person is being shown on a tv show
video3880,78175,theme song to mickey mouse club house
video3881,139798,a group of people are dancing with each other
video3882,115861,a kid is playing with toys in a ground
video3883,100062,a woman and a man discuss the cost of installing electronic vehicle technology
video3884,86988,an advertisement for the disney junior channel
video3885,93655,someone giving demo in computer about something
video3886,12629,a man and woman sit together on the beach
video3887,86899,a prisoner talks about conflicting orders he was given
video3888,11656,various pictures of a female including ones of her making a speech
video3889,99492,guy driving car wearing car belt talking about something
video389,5530,ballet dancers perform to music
video3890,75781,a designer talks about how to watch a film on a specialized computer
video3891,53361,a short clip showing off baby ducks and kittens
video3892,12027,a person is playing a video game
video3893,11695,asian boy and girl teenager talk
video3894,92015,many people are playing football
video3895,81753,dave letterman interviews bill murray in a parka and a fur hat
video3896,79351,people going through a haunted mansion
video3897,69726,a girl is playing with toys
video3898,55224,a man is playing guitar
video3899,118335,this man is instructing some one how to put an item together
video39,34887,a man is talking about a subject in french
video390,36592,short clip of a mine craft game
video3900,67873,a young girl dancing in a car
video3901,39141,a girl is combing her hair
video3902,103831,two women in pajamas sit inside a dressing room playing on the tablet
video3903,50309,a woman shaking her hand
video3904,85466,a man is describing a remote control plane
video3905,117887,a man in a blue button up shirt is driving a vehicle with a european steering wheel
video3906,58988,people doing pushups and pullups on an i beam
video3907,63644,a dog wags his tail in a game
video3908,61458,a person is drawing a character
video3909,14836,pirates of the caribbean trailer
video391,40542,a girl posing glamour to camera
video3910,22632,a young woman on stage singing
video3911,137738,a man in a suit is talking about cleaning teeth
video3912,100840,all cars are moving on the streets
video3913,83124,a man is draining the pit
video3914,101703,one minion character is playing golf on top of another minion character
video3915,19750,kids singing and playing guitar
video3916,69473,someone playing with an insect on the floor
video3917,72354,people racing small motorcycles
video3918,83731,some people are singing and dancing
video3919,48405,a worker cuts material
video392,106126,a group of people are performing dance program in the stage
video3920,24466,a man holds a stick in front of his face
video3921,17383,a child plays with toys
video3922,17471,an campfire music album
video3923,47495,some men are preparing to lower the gangway on a ship
video3924,26341,a group of asian girls dance and sing
video3925,17315,the sport of table tennis is being depicted
video3926,62964,a person is demonstrating how to play a violent video game
video3927,138311,a man is explaining about a performance of a car
video3928,13107,a man is talking about gymnastics
video3929,138332,a man wearing white color gloves holding black color dog showing skin speaking on topic displaying on screen
video393,128821,an old man in a navy suit sitting down and talking to another man in a black jacket standing in front of him
video3930,89233,plays are being shown from a football and hockey game
video3931,27268,avenger crew discusses tactics in movie
video3932,496,paper is being folded into a triangle
video3933,133195,scenic of the water body surrounded by steep hills and depth of water is high from the deep blue
video3934,118742,there is a woman in yellow is talking to eliphant
video3935,74985,a person is playing with colorful play-doh clay
video3936,84574,an asian women looking through her purse frantically
video3937,86667,a man is talking over an animation
video3938,91668,a video about a fossil
video3939,100585, with long and messy hair holds up a baton and his other hand by white lit candles in a music hall with dark archways
video394,8124,a facebook ad with puppies encourages people to like something
video3940,11828,a man and woman walk up to another car
video3941,78471,kids play online race games
video3942,29345,children are being videotaped as they work on school work
video3943,99090,a person washing a tiger with soap and water the tiger looks happy
video3944,77970,a rhino with a mask on scaring a dragon
video3945,101418,the man s company provides support for various video games
video3946,103334,in the kitchen a man drains out the water from the pot where he is cooking pasta
video3947,55998,a is chased by police in a video game
video3948,77843,a cartoon cat with a sword
video3949,118151,a view of a plain with a mountian in the background
video395,82612,people are skating on an ice rink
video3950,38104,a man is singing with guitar
video3951,52553,the girl was wearing a green shirt
video3952,14597,teams are playing volleyball
video3953,126725,in the hotel room the old men is watch the mystory the back ground music is like as arriving of ghost
video3954,129226,a man talking of something about his wife in home
video3955,136719,some people are walking near a house
video3956,106711,glass bowls with stones in them
video3957,5821,a band is making a music video
video3958,97748,car can be immersed in sea inside a man talking
video3959,22222,a black sports car is parked on the street
video396,115030,a clip form one of the halo games are being shown
video3960,22972,a woman performing the song sex on fire on stage
video3961,93759,a computer is being displayed
video3962,46944,a man shows his 50 cc blue and white mini dirt bike
video3963,24896,this video having game title
video3964,134869,a woman takes several selfies of herself and someone speaks about it in spanish
video3965,31169,a man is performing a backflip
video3966,119501,there is a woman is talking about a jim
video3967,133588,a city filled with smog is viewed from ariel points at dusk
video3968,11536,the man in bed awakens
video3969,53926,a woman is mixing food in a mixer
video397,15190,a toy with a sword is hit by something and its falling down
video3970,132542,there are many people standing in front of the house and a boy with black shirt sitting and crying
video3971,10558,video showing someone eating food
video3972,25820,a big truck is going through the car wash
video3973,136208,a women with pink hair is sing song and dancing
video3974,56889,cartoon fighting is played
video3975,110733,animated educational program about the effects of sitting and the brain
video3976,117114,a man driving a car and explaining all of the good traits the car has
video3977,129565,the man in white shirt with blue tie is explaining something in the laboratory
video3978,49869,a woman sprays a plant with some paint
video3979,135530,a volkswagen drives down the highway as a man talks about the car
video398,4700,a baby horse and another older horse in a pen
video3980,31331,man is driving and giving a review of a car
video3981,63986,couples hug and kiss on stage in congratulations after a competition
video3982,132404,a lady is walking with specs
video3983,93145,a man is singing while on stage
video3984,25431,people riding a motorcycle through a puddle
video3985,120923,african american women in egyptian clothing and a lion stand in front of a car
video3986,18174,the basketball game is only a video game
video3987,70799,the mouse cursor scrolls through the movies
video3988,117514,the united nations organisations representative interviewed in the tv program
video3989,62338,man cooking lobsters in a pot
video399,115338,in a kitchen a chef is speaking about a food item
video3990,103409,a man instructs users on how to edit sound using software
video3991,1441,a close-up of several pools is shown
video3992,133264,thre is a women doing makeup for with brush for othere women
video3993,40629,a woman unpacking toys from a clamshell package
video3994,88365,a video slideshow shows several images
video3995,99972,a female model is being interviewed and models are walking the runway at a fashion show
video3996,134164,a ted talk on moles describes them as small furry creatures that dig holes in the ground
video3997,18833,some guy s are playing a basketball in a basket ball court
video3998,74000,a bunch of soccer clips
video3999,76109,an animated character lectures to a classroom
video4,29622,a man is chastising a woman over her eyebrows
video40,3766,they are talking together
video400,126522,asian boy band playing to a large crowd
video4000,43232,many painted fingernails are displayed
video4001,120422,various people talk behind a table which has an open can of herring open on it
video4002,132587,a woman demonstrates the cooking of vegetables on the stove
video4003,116168,brief clips about an italian restaurant with am article about the owner the menu and wine poured for diners
video4004,117800,there is a monkey playing watching on the bed
video4005,13932,a woman talks about eating food
video4006,90398,the men appeared as if they knew martial-arts
video4007,115895,people on fox news talk about current afairs
video4008,129353,a mand dressed in black holds onto a railing while lifting his leg over a hurdle many times
video4009,108224,cook is adding key ingredients to a dish that he is preparing
video401,90179,movie preview being shown on television
video4010,40573,someone is showing some toys
video4011,84774,some video recording is shown
video4012,61310,a person is recording their computer screen
video4013,111986,a woman pets a white horse while a brown horse plays with a blue ball in a field
video4014,61677,video of some people exploring a cave
video4015,63398,a cartoon mouse talking to it s pet dog
video4016,74714,the teenage mutant ninja turtles talking
video4017,81924,a person is peeling and mashing cooked poatoes
video4018,54283,a short clip showing lyrics that go along to a song
video4019,24782,a bed comes out of the wall and a painting of a fish is behind it
video402,111948,cute as can be is this cartoon of donald duck on a computer
video4020,109945,a male in a green shirt stands next to a brown horse he then touches the horse on the face
video4021,35624,a man and woman broke down on a moped along the road
video4022,137387,the woman in pink dress is explaining something on the black board using stick in her hand
video4023,113614,rice is stirred and scooped into a large serving plater and a woman stands in a kitchen
video4024,102018,letters  alibaba  is designed and hangout in the plants
video4025,134226,a dog is running in th eforest
video4026,68875,a girl is dancing and singing on stage
video4027,127109,several cars are driving through a loop in a city while the camera pans in on some very expensive parked cars
video4028,41170,a woman is touching her face
video4029,26674,two men sit on steps
video403,131893,picture of a man and his contact information the man has a bycicle tire in his hands
video4030,126079,some blue text is on a black background
video4031,32256,an olympic weightlifter is preparing to lift a very loaded barbell
video4032,51966,an areal view of a lake and wooded area is being shown
video4033,28486,a woman is moving around so that you can see her body after working out
video4034,128305,a person mixes something in the small box then shakes it
video4035,23523,a man is performing in front of a group of judges
video4036,38351,a short clip of a man riding on a motorcycle
video4037,91528,a man is golfing
video4038,17272,its a basket ball game
video4039,74152,scene from a horror movie death race
video404,30447,family members are holding their hands and praying
video4040,20528,all girls are singing in a stage show
video4041,11045,a speedboat in a video game is speeding across the water
video4042,10525,a woman describes a bowl of food
video4043,109966,a child is telling a story as if two lego men are talking they are discussing sending in a robot to face a giant hamster
video4044,131539,there is a person standing nearby abrams falls trailhead and saying about the beauty of nature
video4045,43891,a video game character walks around his strange vehicle
video4046,82025,a person is cooking a vegetable dish in a pan
video4047,61866,a star explains her greatness to the media
video4048,131952,a blonde woman is dipping a spoon into a jar of baby food and feeding it to a baby in a high chair
video4049,7884,animated rats in a hallway enter a room after an animated person exits the room
video405,52870,a woman reading a newspaper then talking to her husband
video4050,109746,black whales with white ovals swim together through blue-gray water two people stand on the highest ridged peak of a mountain
video4051,82237,this is a shopping mall a lady is pushing her trolley after her shopping
video4052,19855,a man is singing on stage with band
video4053,52713,a woman kneads dough and gives instructions
video4054,59934,thai tv show recap
video4055,38803,a fire is burning
video4056,109684,beautiful girl sits on a closet kept in the garden of yellow flowers with a product for toilets and walks away
video4057,115108,some greens and carrot is put into the bowl and salt is added then all mixed together
video4058,68919,someone is playing with toys in a dollhouse
video4059,60324,a man takes something out of the oven and talks a little about it with another guy
video406,46692,guy live streaming a video game and does not know how to play
video4060,29535,the women were very excited for the young performer
video4061,44751,two kids are covered in paint
video4062,113777,the video game seemed to be a bit challenging
video4063,96703,someone is putting ingredients into a pot and mixing it
video4064,96097,scene from a tv show
video4065,42512,people are performing a song on a stage
video4066,54933,people stare at a man in blue shirts walking around in a gym
video4067,96140,a woman is showing some cakes that she s about to eat with her grandmother
video4068,93332,some people are dancing on stage
video4069,4536,someone is being shot while a baby is crying
video407,132783,a girl with pink dress is standing on the veranda and poses for the photo
video4070,122680,john green sits next to a globe and talks about the silk road while drawing on a blackboard with white chalk
video4071,136599,a person is playing the world of warcraft video gaem
video4072,130709,a woman talking about a mass shooting that took place in california
video4073,71161,a car is driving down the road
video4074,70809,pirates are having a sword fight
video4075,16608,a man is singing into the camera with women dancing behind him
video4076,37557,scene from a movie
video4077,115447,a video game image of a racing car going fast on a track
video4078,1862,a girl is explaining her idea
video4079,35039,men talk about malcolm x
video408,117449,a male hand holds a black rectangle blue masking tape blue vinyl gloves and a metal rectangular object before displaying canisters of his product
video4080,33695,women on tv discuss voter id laws
video4081,106391,some people are standing with their bag in front of some shop
video4082,3701,a camera fast tracking through a walk way
video4083,51725,a woman demonstrating how a stroller works
video4084,99691,one young woman is interviewing with a microphone another young woman on a street showing her coat from close
video4085,68218,a child plays a small brass instrument
video4086,121057,the victoria falls and how they were created by the river that flows over them
video4087,19051,ncaa wrestling championship advertisement
video4088,110148,people hiking up a mountain that has a peak covered with snow
video4089,55840,a hornbill on the hand of the interviewer
video409,71044,a series of clips showing the inside of a car
video4090,133363,there is a baby playing with a man inside the room
video4091,113900,a star on the abc network enjoys jet-skiing on a lake
video4092,89774,spiderman is confronting several villains
video4093,121367,demo video of a dslr camera showing the led screen part of the camera
video4094,24194,the cover for an upcoming album is shown
video4095,102601,here we can see elisa learning how to grow one of those donuts
video4096,112833,a slideshow of various llamas and alpacas is shown a variety of facts is shown beneath the animals in black font
video4097,82481,a man flies around a mall
video4098,77791,cartoon animal turns into monster and eats other animals
video4099,88265,a person playing a video game carrying a gun
video41,136418,a person in a room is holding a white thing
video410,108690,a hand on a countertop and a woman talking about various sauces and ingredients while showing them
video4100,3837,some people are acting and singing on video for a performance
video4101,8357,two kids are sitting at the kitchen eating snacks
video4102,119315,two fashionable young men sit at a long conference table before one steps to the head of the table and produce brightly colored
video4103,49296,two women having a conversation near a body of water
video4104,29085,lyrics for a song are displayed
video4105,17594,a woman is talking to a man who is falling off a chair
video4106,119592,a young man in a navy blue shirt is showing how he applies makeup
video4107,132121,a man strokes the hair of a red haired woman before picking up his child and walking away
video4108,128141,a woman turns the knob to turn her oven onto a very low temperature as evidenced by the thermometer inside
video4109,90521,a clip from white chicks dinner scene where he is eating oysters on the date part of the movie
video411,32349,a man talking with a mcdonald s fries container behind him
video4110,112054,a old woman and man in black color dresses standing and speaking person beside holding mic in hand displaying on screen
video4111,16091,a young man holding a psp
video4112,4795,a woman walks a stroller
video4113,32129,an interesting video game clip shows some scene of the game
video4114,81180,a cookery item is being made
video4115,91991,pirates of the caribbean clip montage
video4116,91755,man talking on the telephone
video4117,123124,students of imga academic awards receiving the degree convocation after completing the degree at the university
video4118,67639,a man changes very quickly and answers the phone
video4119,111045,photographs of some persons are shown and a man talks about them
video412,126769,a pair of women talk in a snowy court yard
video4120,117688,a young baseball player talks about his experience playing baseball
video4121,70987,a man is falling out of a car while it explodes
video4122,34239,woman in front of a camera
video4123,125659,a large dog is catching huge fish out of the river and brining them to shore
video4124,72170,a man teaching people how to fix a car
video4125,11745,a girl is singing on the voice
video4126,67022,a famous performer on a stage for a large event
video4127,136481,there is a count down going on with graphics
video4128,52321,a photo still frame of a car
video4129,21387,a man is dancing 
video413,108895,two players are playing badminton match in the gym
video4130,74504,an animation character is moving
video4131,4558,a woman clips a baby s hair as he sits on his mother s lap
video4132,97533,girl uses spring board to jump on a platform and then rests
video4133,49838,a woman speaks to a camera for a video segment
video4134,139352,crew walks through movie theatre looking at new realease movie posters
video4135,37343,a man is smiling
video4136,28015,seven girls are dancing in sync
video4137,88380,a clip showing an audience at a sports game
video4138,78364,a cartoon is in jail
video4139,67890,a pot of water boiling on the stove
video414,21857,two men talking to each other
video4140,50801,a show where comedy acts are judged
video4141,79369,many people are taking photos of a celebrity
video4142,37207,a woman singing on stage in front of an audience
video4143,19281,a band is performing on stage
video4144,72388,dance practice by a group of people
video4145,26711,seal performs at a runway show
video4146,106329,a woman in green makeup with red hair is applying pink lipstick and eyeliner
video4147,81733,two characters in a sitcom have a conversation
video4148,43400,a man is laughing at his children covered in paint
video4149,74683,a frog is singing about letters
video415,125756,a person showing all of the ingredients being used for a shrimp dish
video4150,121396,a young woman is locked out of a car in the pouring rain
video4151,111346,the animated man discusses extreme natural rewards and how we are caught by dopamine floods
video4152,86557,a video is done like a man has a dogs head
video4153,72990,a soul leaving a body after a car accident
video4154,115005,a young man wearing a white shirt with a round logo jumps off from a round table under a dark umbrella by black book bags
video4155,32564,a music video featuring lady gaga
video4156,14419,people are commenting on a video game taking place in a fast food restaurant
video4157,79435,two men talking about wrestling moves
video4158,45869,it is about football match and scoring a goal
video4159,77605,a man is talking about the standard gear shift and the eco sports
video416,67538,two football players are chest bumping
video4160,63297,two cartoon reporters on the news
video4161,86229,a girl sings on a television singing competition
video4162,70870,a white sports car is on display
video4163,48544,people playing volleyball
video4164,33391,news anchors are telling the news
video4165,17013,person being interviewed
video4166,22387,a girl petting her cat
video4167,120711, in bright-colored bras and tail coverings are on both sides on an open and empty blue scalloped shell with a tasseled pillow
video4168,135512,a person is talking to a woman on phone at a party
video4169,118533,some people are having the chinese food in a restaurant with a fork
video417,126202,there are some kids playing with barbie doll
video4170,13806,a video about a vehicle racing
video4171,31594,a person cooking food
video4172,59989,minecraft video game walk through with comments
video4173,5869,a man is singing a song and another man is playing guitar  in stage
video4174,61842,a man is being interviewed
video4175,16776,people cheering on contestant on the voice
video4176,139250, men and women appear to be competing in an obstacle course
video4177,18732,in a backetball game a player scores a slam dunk
video4178,59097,a man cooking food
video4179,1258,video of the outside of a car
video418,19374,musicians playing and celebrating
video4180,28883,adults talking to kids
video4181,115047,two lady dolls are running on the screen
video4182,3731,bill clinton and hillary clinton on stage
video4183,61160,a cell phones features are examined
video4184,122165,there is a red car museum available for people to visit
video4185,129876,a guy draining the old oil from a car
video4186,117210,a financial analyst talks about the role a country plays in manufacturing
video4187,36006,a man got goal in his harsh way
video4188,97925,cartoon depictions of farmers and soldiers are shown supporting various nation states as the narrator describes how those groups lifted up the western nations
video4189,26774,a man talking with a large crowd of people behind him
video419,114632,screen junkie plays scenes with men sitting around table discussing intensely
video4190,121421,a car is coming back slowly
video4191,44172,a woman talks and shows items in her garage
video4192,98293,a sea shore town with high rock standing to a height and the explaining the details
video4193,109721,a flour like substance is poured into a white bowl
video4194,46827,footage and images of biblical events
video4195,110439,showing the key features of a product to convince the viewer that it s work buying
video4196,57532,a person is working
video4197,41141,a girl is doing leg massage
video4198,117710,a man talks about how he was talked into playing basketball
video4199,28929,a woman is talking
video42,55343,a man is speaking about the features of his vehicle
video420,16623,a boy singing for an audience
video4200,46707,a young indian is injured and is being carried out of her house
video4201,17985,last second baskets in an nba game
video4202,13082,a couple people talk about what happened today
video4203,3307,a group of animated girls having a discussion in a foreign language
video4204,79572,girls jumping on a trampoline and doing back flips
video4205,40320,a girl is outdoors with her dog
video4206,111018,a person is showing bunch of beach monuments on the screen
video4207,22360,a black chick dances on web cam
video4208,4634,a news report about addiction
video4209,112539,a guy in a white shirt is describing his new job
video421,78582,a drunk guy is talking to spiderman
video4210,81594,what looks like cut potatoes are boiling in a pan
video4211,81217,a cop describes circumstances leading to a shooting
video4212,39475,its a girl showing the laptop
video4213,20043,a group of kids is having fun at a concert
video4214,17212,highlights of basketball games
video4215,53302,a man is being interviewed
video4216,74574,multiple cartoon characters talk to each other
video4217,98471,a woman in a bikini is outside in the snow making a snow angel
video4218,90921,a girl is lying in bed and knocking on the wall
video4219,117555,a boy with black tshirt and black hat putting makeup for his girl friend
video422,137103,there is a young woman talking with a lady
video4220,119703,there is a yellow helmet woman is waiting
video4221,102943,two ment compete in a table tennis match and one man uses his foot
video4222,60361,a man giving an interview
video4223,137499,some one is crashing on their motor cycle
video4224,37606,a live performance by a band of women
video4225,6835,reading about voice actors in disney films
video4226,15679,a kid is playing with toys
video4227,24353,a man talks about the entertainment he is watching
video4228,50871,people talk about the odds against hilary clinton
video4229,102271, with rolled up sleeves and jeans follows a man in a red shirt down a narrow dirt path through overgrown vegetation on the sides and overhead
video423,9891,boys are singing and dancing
video4230,50353,two men are walking in a field
video4231,76469,a video of pokemon
video4232,140165,pictures of how muzzon met melala yousafzai and how they became firends after that
video4233,51629,a woman reacts to an unusual and new blouse
video4234,69197,people are checking out a tablet
video4235,138953,a little kid talking about someone getting mutted in a video game
video4236,60419,a man dances around outside
video4237,3503,a man is driving a truck in the winter
video4238,40976,agirl has a leg cast and is sitting in bed
video4239,49128,swimming beauties in the water
video424,89669,a woman and other superheroes try to talk with a villain robot
video4240,89104,blooper reels with captain jack sparrow
video4241,55296,there is a well dressed man speaking to the camera with no audio
video4242,74257,person talking about burger king
video4243,78939,young adults talk about getting started in their lives
video4244,15688,a small child talks to a panel of judges
video4245,30552,a woman is riding a horse
video4246,123883,there is a woman in red is talking from a room
video4247,103879,poster of the many movies are shown like family matters and ghostwriter
video4248,133026,in the night party the men is wearing the black blazer suit introduce the new models
video4249,11118,a boat in water
video425,39701,a girl is bed knocking on a wall and texting
video4250,122380,a crash course episode about farmers and the decline of farming
video4251,20489,a man is singing on stage
video4252,118505,animal cage with cardboard house and other obstacles
video4253,124238,the video is a review of the video game smash tv
video4254,135627,a show is airing about a womans seven year old face condition bump that is ruining her life on the doctors
video4255,74085,a minecraft demonstration video
video4256,22321,a black girl sings a song on the voice
video4257,65590,a person is working on a circuit board
video4258,118729,a screen view from an fps video game background audio in spanish
video4259,49309,three girls do a dance
video426,54440,a lecturer is talking to his classroom
video4260,65670,a man sings on a mountaintop
video4261,12693,cartoon show for small kids
video4262,34967,men are practicing fighting in a boxing ring
video4263,123292,a man showing how to get a certain app for free
video4264,31210,an alternative to the whip dance
video4265,44416,someone is folding origami
video4266,19239,a band is performing a song
video4267,1207,a group performing on a stage
video4268,123905,a man is watching a tiger tend to their young while others watch the scene on a tv
video4269,94073,person changing transmission oil
video427,130459,a woman is rubbing honey on a person s face inside
video4270,83412,people talking at the dinner table
video4271,83454,a man with glasses is speaking to a news crew
video4272,48639,zombies are making their way across the game field
video4273,108008,man practicing tennis with his trainer in indoor stadium
video4274,19990,men playing instruments and sings
video4275,46608,a man shows a close-up of an engine
video4276,55519,a nasa scientist talks about other earths
video4277,8076,cartoon show for kids
video4278,82090,a woman playing with a wedding gown veil
video4279,131369,a military officer points to a city on a large map
video428,33266,a video is playing on a website
video4280,22876,two women talking on the camera
video4281,9116,a guy is playing a football video game
video4282,134699,a car is driving as a thing swings from a window
video4283,127719,vintage black and white video about computer science
video4284,20758,a clip from a movie is playing
video4285,103669,a train rides down the train tracks while passing by water and trees
video4286,21782,a couple is lying in bed together and talking
video4287,120529,two men enjoy the waves washing up on a beach as reggae music plays
video4288,131025,a woman is talking and fish is swimming in the water
video4289,19103,a person is watching a cartoon on television
video429,28110,someone giving demo for some game
video4290,50783,a man throws a football at a target scoring a bullseye
video4291,50689,minecraft pigs are fighting against zombies
video4292,70498,showing a car driving down the road on a sunny day
video4293,126894,a  girl and a bowl  spoon mixing dish inside kitchen to prepare to serve to eat displaying on screen
video4294,111459,a man with glasses and rolled up sleeves sitting at a table signing autographs
video4295,129608,a woman advertising her youtube page she is instructing people to click the links below
video4296,82988,a superhero flying around
video4297,8995,group of teenagers singing pop song
video4298,54626,a man speaks to a camera for a video segment
video4299,135034,two gentle man wearing blue dress standing still and person speaking and still image of church displaying on screen
video43,90629,a man making a music video and having slippers thrown at him
video430,55425,a man sitting down to talk to another man
video4300,35311,mario swinging on a piece of wood
video4301,7310,military servicemen listen to a speech
video4302,28059,people dancing to a song
video4303,84615,an enraged hippo takes on a lion after it attacks her offspring
video4304,138908,video shooting game one man shoots and go inside the car
video4305,66881,a german commercial about a good young man
video4306,120979,a real estate agent shows off a nice kitchen from a home
video4307,16834,car racing on a road
video4308,74673, krabs has a conversation by phone as spongebob panics outside the door
video4309,11315,two goats carried in the boat safely and two kids and others watching
video431,126327,a fire rages while a reporter gives updates on the situation
video4310,84157,a group of men arguing over a phone
video4311,58,two people wrestling for spectators
video4312,72272,educational purple musical video
video4313,34984,a short clip showcasing a fine dining area
video4314,19975,older men play their music for a concert
video4315,115584,there is a truck unloading some materials in a site
video4316,43843,a news short on fireworks preparation
video4317,113863,a man explaining about pouncing of the people
video4318,37068,some woman s are playing volley ball
video4319,137718,a person is doing cooking show and telling the ingredients
video432,58064,a man gets out of a bus walks into a building eats some food
video4320,119425,two women thank each other and then talk about making ojingeoguk
video4321,5332,a music video with a band is shown on a white background
video4322,133948,the person rides the wave in teh water near the hills
video4323,95179,woman talking to hilary clinton (actress)
video4324,139111,a man wears specs and talking something in media
video4325,28371,jewish men at a wedding
video4326,40491,a woman talking about relationships
video4327,37229,a woman sings and dances in front of a microphone stand
video4328,5677,a man talking and shots of earth in space
video4329,136843,a group of members running on track some wearing yellow t-shirts and blue t-shirts
video433,125062,a aged person is cooking meat big pieces in black non stick pan
video4330,55746,horses run around their pen and eat grass
video4331,112889,a man is talking into a woman s ear as they both dance together
video4332,2235,some anime s are looking at a anime and start talking
video4333,42330,a woman is standing
video4334,133863,a movie preview starring leonardo dicaprio  the scenes playing are showing the time to be reminiscent of the roaring 20 s
video4335,122624,a girl in a black and white striped shirt laying on a couch
video4336,25988,an animation shows a school bus going down a road
video4337,18094,sports highlights are displayed
video4338,7719,a woman talking in front of a crowd
video4339,110441,a metal gray black and red cabinet is open then closes
video434,6931,graphics of a video game showcased
video4340,121017,switches from runner to runner one at a time showing 5 people  all are running except one
video4341,75064,a guy is playing counter strike walking around with a knife
video4342,106076,beautiful like diamond in the sky to the universe moonshine
video4343,63362,a cartoon scene involving a monkey is displayed
video4344,88945,a video game freddy krueger is vanquished
video4345,97243,more letters are displayed one by one
video4346,98631,its roller coaster where everybody enjoys the ride then train engine is shown
video4347,137964,the attitude of the public and the police men in the chicago are reflect in the secssion
video4348,11456,video showing footage from a movie
video4349,69807,a kid sitting on a chair  he is laughing away
video435,112988,a small boy talking of something about an animal
video4350,79820,a couple of reporters get caught in a bad wind storm
video4351,15603,kids jumping on a trampoline
video4352,66282,a man is hitting another man with his claws
video4353,121133,from a kitchenwhere some foods like noodlescarrot and soup are in the pot to cook
video4354,138057,a person cuts up a baseball while a little boy watches
video4355,111894,group of people are running and want to kill someone
video4356,23820,a beautiful girl knocking a wall while sending a text
video4357,114685,some inscets are shown on a screen in an animated form
video4358,108049,in a frying pan indian food is being made with spices
video4359,45543,a robot is fired from his job
video436,25151,a mock rap video
video4360,130144,on an indy 500 track a race car driver is asking maybe you ve a virus in your computer
video4361,6264,a character throws a pig in minecraft
video4362,65236,gameplay footage of someone playing a fighting game
video4363,9083,a girl in a purple shirt draws on paper
video4364,111499,a person is driving car with camera on the dash board
video4365,22147,a girl on a cellphone and sitting alone in black and white
video4366,5175,a musician performing live on set with and live on abc
video4367,32305,a man is shown advancing through a forest
video4368,6999,couple is dancing
video4369,95696,someone is playing audiosurf with heavy edits
video437,16572,group of dancers and singer performs on stage
video4370,23930,bowser putting marks on some of the spots in mario party
video4371,118616,three men taking a picture of a man sitting on a bench
video4372,114245,chef preparing vegetable meal on a oval plate
video4373,9345,children are enjoying a campfire song with iconic characters
video4374,42066,a woman is looking for something
video4375,13005,a group of cartoon kid pirates are following footprints on the ground
video4376,85814,a man describes his actions in a video game
video4377,135962,a woman is dancing on top of a car and singing
video4378,70374,man test driving car
video4379,13070,a woman pushes a stroller down a sidewalk
video438,10621,a lady ad things to drink
video4380,120496,bearded guy talking to the older army officer
video4381,86908,its about bollywood movie reviws
video4382,94927,a teacher is talking in front of her chalk board
video4383,112185,a woman in a white dress with dark hair pointing to parts of a car while a voiceover explains what she is doing
video4384,114207,muslim leader who condemns radicalism was falsely accused of being a terror threat
video4385,33736,a man is chopping parsley
video4386,3292,students are writing the class exam
video4387,63064,a person is playing a video game and commentating
video4388,40670,indian music scene with two females talking
video4389,1379,a video game of anime characters fighting
video439,96447,in the kitchen the men is telling hiw to make the vegetable noodles in simply method
video4390,122058,a man is trying to figure out if he should keep a kid if it s not his
video4391,88003,a man is playing a video game and talking about it
video4392,52150,the reporter giving the news with two other ladies
video4393,69638,judges listen to a singer while sitting in big comfy chairs
video4394,10031,asian girls play volleyball
video4395,61405,a video game sequence of two men killing each other and a cab driving over them
video4396,126669,a  world map with showing routs from one country to another
video4397,113135,a many cars parking cars moving on road persons  moving road scene displaying on screen
video4398,5926,a band performs live on stage
video4399,138082,there is a man with red lip is standing on the street
video44,85220,a fat woman wears a pink sporty bra
video440,135599,a person is showing how to do her hair ina  room
video4400,51558,the woman was cooking
video4401,105630,a animation film is playing on and a wedding scene is going on it
video4402,104196,some one is telling about the vitamins and other health minerals found in broccoli
video4403,15330,a man throws bombs at elephants
video4404,100934,an asian male speaks about technology news such as internet service
video4405,123759,some people in a crowd are sitting and talking
video4406,108702,a check shirt man is talking to a man
video4407,101381,a teacher showing some experiment to the students in the class room
